% Magnetic field reconstruction point table
% Method: Separable Global Ordinary Kriging
% Grid size: 100 x 100 (rows=y, columns=x)
% Length unit: mm
% Magnetic field unit: T
% z plane: -20 mm
% Data order: y-major rows, x increasing within each row
% Columns use tab separators
% x(mm)	y(mm)	z(mm)	Bx(T)	By(T)	Bz(T)
5	-93	-20	-0.000444214098361	0.000126352905056	-0.000852488159729
7	-93	-20	-0.000448207480112	0.000112666200284	-0.000868001044638
9	-93	-20	-0.000452067261663	9.94935205082e-05	-0.000881120692317
11	-93	-20	-0.00045600183204	8.67708541723e-05	-0.00089004598055
13	-93	-20	-0.000460148640538	7.42835315261e-05	-0.000894208483026
15	-93	-20	-0.000464537396912	6.17139091032e-05	-0.000894465571361
17	-93	-20	-0.000469085645398	4.87199008738e-05	-0.000892844511161
19	-93	-20	-0.000473625943115	3.50253578832e-05	-0.000891915794232
21	-93	-20	-0.000477954266096	2.04974399357e-05	-0.000893992117827
23	-93	-20	-0.000481883512704	5.18693158737e-06	-0.00090040598414
25	-93	-20	-0.000485285622363	-1.06842188874e-05	-0.000911095401244
